ID,Total Tasks,Task Completion Rate,Error Rate,Attendance,Productivity Score
28326,50,20,30,90,45
28327,60,60,50,70,60
28328,30,90,70,70,64
28329,30,50,60,30,42
28330,90,70,40,10,58
28331,60,80,50,60,64
28332,10,60,90,40,47
28333,70,10,50,90,52
28334,90,90,80,90,88
28335,10,20,70,20,27
28336,90,30,30,60,54
28337,70,70,60,60,66
28338,70,30,30,50,46
28339,40,80,10,10,40
28340,20,80,70,60,56
28341,60,70,40,10,49
28342,80,50,40,80,63
28343,90,60,30,90,69
28344,10,30,80,40,36
28345,30,20,50,20,29
28346,70,40,10,80,51
28347,40,90,40,70,61
28348,20,20,10,80,30
28349,20,60,80,40,48
28350,20,20,90,50,40
28351,10,20,60,60,33
28352,80,90,50,40,69
28353,90,40,80,80,71
28354,50,60,30,30,45
28355,30,90,90,70,68
28356,90,80,80,30,73
28357,30,70,60,30,48
28358,30,40,10,80,39
28359,30,20,50,20,29
28360,50,10,70,50,42
28361,50,40,60,30,45
28362,80,80,10,60,62
28363,70,90,20,70,66
28364,90,80,50,10,63
28365,60,10,50,70,45
28366,40,40,10,40,34
28367,50,30,30,30,36
28368,70,30,20,20,38
28369,20,20,50,90,40
28370,90,80,20,30,61
28371,50,70,80,80,68
28372,60,30,10,30,35
28373,80,80,20,60,64
28374,20,30,20,10,21
28375,30,30,80,70,48
28376,50,80,60,50,61
28377,50,40,60,40,47
28378,60,40,70,30,50
28379,10,80,50,20,41
28380,20,60,90,30,48
28381,20,70,70,40,49
28382,50,60,50,60,55
28383,20,60,90,60,54
28384,70,70,40,40,58
28385,20,20,40,70,34
28386,70,10,20,70,42
28387,50,60,30,40,47
28388,50,50,60,30,48
28389,50,60,30,40,47
28390,50,60,10,40,43
28391,70,30,80,40,54
28392,30,40,10,80,39
28393,30,20,50,10,27
28394,60,10,60,30,39
28395,20,80,30,40,44
28396,40,40,50,60,46
28397,50,60,20,20,41
28398,40,80,80,20,56
28399,30,10,50,10,24
28400,40,20,90,50,46
28401,40,30,70,80,51
28402,40,40,70,70,52
28403,80,80,40,80,72
28404,40,70,20,90,55
28405,40,30,20,20,29
28406,90,50,60,30,60
28407,20,20,50,60,34
28408,90,50,40,60,62
28409,70,50,60,20,52
28410,90,40,70,90,71
28411,10,40,40,80,39
28412,50,40,10,80,45
28413,70,90,80,50,74
28414,70,70,10,50,54
28415,40,50,20,40,39
28416,40,80,40,90,62
28417,60,50,90,80,67
28418,80,70,60,80,73
28419,50,40,10,40,37
28420,20,50,30,20,31
28421,90,70,80,10,66
28422,40,60,30,20,40
28423,50,60,50,60,55
28424,50,70,90,30,60
28425,10,70,10,50,36
28426,30,40,20,40,33
28427,70,90,80,80,80
28428,50,80,30,40,53
28429,60,40,70,40,52
28430,20,10,20,40,21
28431,30,40,90,60,51
28432,10,50,80,10,36
28433,20,40,80,50,44
28434,60,80,70,30,62
28435,60,90,20,80,65
28436,10,30,60,20,28
28437,60,30,90,60,57
28438,70,10,80,40,48
28439,40,50,60,70,53
28440,60,60,80,10,54
28441,90,30,20,60,52
28442,90,70,20,90,70
28443,70,50,90,30,60
28444,60,10,50,90,49
28445,10,50,40,80,42
28446,80,20,90,40,56
28447,60,70,40,60,59
28448,60,80,50,10,54
28449,20,30,40,80,39
28450,50,70,90,90,72
28451,70,50,90,20,58
28452,20,30,80,40,39
28453,50,60,90,10,53
28454,90,60,30,50,61
28455,30,80,30,80,55
28456,20,70,20,10,33
28457,80,60,60,70,68
28458,70,30,40,20,42
28459,20,80,10,80,48
28460,20,40,50,70,42
28461,40,40,90,50,52
28462,30,40,20,30,31
28463,50,80,70,70,67
28464,30,90,40,30,50
28465,80,40,20,20,44
28466,80,60,60,30,60
28467,70,60,30,90,63
28468,90,60,30,60,63
28469,90,70,10,50,60
28470,40,80,80,30,58
28471,90,10,70,60,56
28472,50,60,80,80,65
28473,20,50,80,70,51
28474,10,90,60,20,46
28475,10,90,90,10,50
28476,80,20,30,60,48
28477,20,70,20,40,39
28478,40,70,80,90,67
28479,50,50,50,30,46
28480,90,10,80,50,56
28481,30,40,90,20,43
28482,80,90,10,60,65
28483,50,20,10,10,25
28484,60,20,90,90,60
28485,10,50,10,20,24
28486,60,30,70,30,47
28487,40,30,50,50,41
28488,90,60,70,10,61
28489,60,60,70,50,60
28490,20,90,90,80,67
28491,80,50,50,10,51
28492,50,90,20,80,62
28493,90,10,70,20,48
28494,50,40,70,40,49
28495,80,20,40,80,54
28496,90,50,50,40,60
28497,70,20,10,50,39
28498,80,30,90,70,65
28499,70,30,50,60,52
28500,90,60,50,80,71
28501,40,20,70,10,34
28502,60,40,30,40,44
28503,90,90,60,40,74
28504,30,50,50,10,36
28505,10,10,60,80,34
28506,20,20,30,30,24
28507,40,50,80,20,47
28508,30,80,60,70,59
28509,90,70,80,20,68
28510,50,80,60,30,57
28511,40,10,20,20,23
28512,10,90,30,80,52
28513,10,70,40,20,36
28514,20,70,80,30,49
28515,30,90,90,90,72
28516,40,30,10,90,41
28517,50,10,30,90,42
28518,70,90,10,20,54
28519,10,90,30,10,38
28520,60,20,20,30,34
28521,80,10,70,50,51
28522,70,80,60,10,59
28523,70,80,30,80,67
28524,20,70,80,90,61
28525,10,30,30,50,28
28526,40,90,20,40,51
28527,80,80,60,80,76
28528,70,70,80,20,62
28529,30,70,50,40,48
28530,90,80,70,20,69
28531,90,40,40,80,63
28532,20,90,20,10,39
28533,60,80,60,60,66
28534,60,60,20,50,50
28535,50,80,20,10,45
28536,90,30,40,20,48
28537,30,80,60,40,53
28538,40,50,70,30,47
28539,60,50,70,80,63
28540,20,60,30,50,40
28541,70,60,50,60,61
28542,60,30,20,20,35
28543,30,40,70,90,53
28544,20,90,50,70,57
28545,50,70,30,20,46
28546,60,70,30,90,63
28547,60,70,60,50,61
28548,70,70,10,60,56
28549,10,10,30,60,24
28550,60,60,50,70,60
28551,10,60,50,10,33
28552,20,10,90,70,41
28553,30,20,80,20,35
28554,80,10,50,90,55
28555,60,80,50,50,62
28556,60,50,70,40,55
28557,90,20,30,90,57
28558,10,80,20,90,49
28559,90,30,80,40,60
28560,40,90,10,50,51
28561,30,70,20,40,42
28562,90,70,10,20,54
28563,10,90,30,90,54
28564,20,80,10,20,36
28565,30,20,70,10,31
28566,70,50,50,20,50
28567,20,40,90,10,38
28568,70,90,20,40,60
28569,40,50,10,90,47
28570,60,30,10,60,41
28571,70,30,70,30,50
28572,20,40,30,20,28
28573,40,50,50,50,47
28574,60,80,30,60,60
28575,70,90,40,30,62
28576,80,60,60,70,68
28577,80,80,70,20,66
28578,20,30,20,20,23
28579,40,20,60,70,44
28580,40,80,10,70,52
28581,50,10,30,40,32
28582,80,80,60,70,74
28583,30,20,40,80,39
28584,50,70,70,60,62
28585,90,20,90,10,53
28586,30,90,30,80,58
28587,40,50,90,90,63
28588,60,70,40,90,65
28589,90,30,80,50,62
28590,40,30,90,80,55
28591,10,30,10,90,32
28592,10,70,10,30,32
28593,90,90,50,20,68
28594,70,90,50,80,74
28595,80,10,20,80,47
28596,30,90,60,30,54
28597,20,40,30,90,42
28598,50,90,90,40,68
28599,10,60,80,50,47
28600,80,60,20,90,64
28601,50,10,70,90,50
28602,20,20,10,20,18
28603,90,70,20,80,68
28604,20,90,10,60,47
28605,30,70,60,30,48
28606,10,50,70,80,48
28607,80,80,70,10,64
28608,40,30,20,50,35
28609,70,50,20,60,52
28610,60,40,20,40,42
28611,80,90,50,20,65
28612,80,60,50,70,66
28613,30,40,90,90,57
28614,80,60,10,60,56
28615,30,40,20,90,43
28616,20,70,30,20,37
28617,60,60,50,20,50
28618,10,80,80,70,57
28619,60,80,70,90,74
28620,40,60,50,40,48
28621,60,10,80,40,45
28622,10,80,10,60,41
28623,20,80,40,50,48
28624,10,30,50,10,24
28625,50,20,90,80,55
28626,30,50,80,20,44
28627,20,60,80,70,54
28628,70,70,40,80,66
28629,30,50,60,30,42
28630,50,60,10,30,41
28631,60,20,80,50,50
28632,40,50,60,80,55
28633,10,40,30,90,39
28634,60,60,20,20,44
28635,70,90,60,40,68
28636,40,10,20,80,35
28637,50,70,20,20,44
28638,70,20,90,90,63
28639,30,50,90,30,48
28640,30,60,60,80,55
28641,10,90,20,20,38
28642,50,50,90,80,64
28643,60,60,60,10,50
28644,10,60,20,80,41
28645,40,70,60,40,53
28646,10,10,20,50,20
28647,50,30,70,20,42
28648,30,40,10,80,39
28649,30,60,40,60,47
28650,10,80,60,60,51
28651,70,60,30,40,53
28652,10,60,80,80,53
28653,70,30,30,40,44
28654,40,90,80,30,61
28655,30,30,90,80,52
28656,90,20,40,80,57
28657,70,10,10,60,38
28658,10,60,90,60,51
28659,10,20,20,50,23
28660,60,70,50,10,51
28661,50,40,30,70,47
28662,80,80,40,80,72
28663,30,50,20,50,38
28664,70,30,80,60,58
28665,20,40,90,60,48
28666,90,10,80,80,62
28667,80,20,30,70,50
28668,30,40,10,60,35
28669,10,70,10,80,42
28670,50,80,30,60,57
28671,10,80,20,70,45
28672,60,20,10,30,32
28673,30,40,10,50,33
28674,90,70,70,70,76
28675,90,50,40,70,64
28676,60,10,70,60,47
28677,50,50,90,70,62
28678,80,50,50,10,51
28679,30,30,90,10,38
28680,60,60,90,30,60
28681,10,50,80,50,44
28682,10,80,90,30,51
28683,30,90,30,80,58
28684,50,10,20,90,40
28685,40,10,10,20,21
28686,50,40,20,40,39
28687,40,30,60,20,37
28688,50,70,60,50,58
28689,70,20,60,60,51
28690,10,90,10,90,50
28691,40,10,10,30,23
28692,20,60,10,70,40
28693,90,70,60,20,64
28694,50,60,50,40,51
28695,60,20,50,20,38
28696,50,50,40,30,44
28697,50,10,10,30,26
28698,30,10,80,90,46
28699,90,40,50,70,63
28700,50,60,90,20,55
28701,10,20,60,80,37
28702,90,10,40,30,44
28703,70,90,90,20,70
28704,20,40,30,70,38
28705,50,30,10,50,36
28706,10,90,80,30,52
28707,60,40,80,30,52
28708,30,90,30,20,46
28709,20,90,60,30,51
28710,50,40,80,30,49
28711,60,10,90,20,43
28712,90,60,40,10,55
28713,60,60,80,30,58
28714,90,40,90,60,69
28715,10,90,30,90,54
28716,20,60,80,40,48
28717,80,40,70,40,58
28718,80,30,90,80,67
28719,20,40,30,30,30
28720,90,10,90,50,58
28721,40,20,60,50,40
28722,80,30,40,10,43
28723,20,10,40,90,35
28724,40,70,50,60,55
28725,10,70,80,80,56
28726,50,50,20,10,36
28727,10,50,30,50,34
28728,20,70,50,50,47
28729,70,50,30,10,44
28730,50,60,60,80,61
28731,90,20,80,40,57
28732,70,80,30,80,67
28733,30,30,30,30,30
28734,40,80,70,70,64
28735,50,80,70,50,63
28736,80,20,50,50,50
28737,20,70,50,80,53
28738,60,20,70,30,44
28739,90,50,80,50,68
28740,20,70,10,60,41
28741,10,70,30,10,32
28742,70,40,60,20,49
28743,90,80,10,20,57
28744,80,10,50,90,55
28745,50,50,80,90,64
28746,70,40,90,30,57
28747,90,60,90,40,71
28748,50,50,60,80,58
28749,30,70,10,90,50
28750,90,30,50,60,58
28751,20,40,30,40,32
28752,30,20,90,90,51
28753,30,50,50,70,48
28754,50,30,60,50,46
28755,30,40,50,40,39
28756,80,80,20,70,66
28757,90,20,70,60,59
28758,10,80,70,70,55
28759,10,20,20,90,31
28760,40,90,80,40,63
28761,50,30,30,80,46
28762,30,30,90,50,46
28763,30,10,60,10,26
28764,70,70,30,40,56
28765,50,90,30,20,52
28766,40,30,60,60,45
28767,60,50,20,70,51
28768,30,50,40,20,36
28769,40,60,40,80,54
28770,80,50,10,30,47
28771,60,60,70,20,54
28772,70,90,30,30,60
28773,60,90,20,40,57
28774,10,90,70,50,54
28775,40,10,80,80,47
28776,50,20,50,60,43
28777,60,20,20,60,40
28778,70,60,10,30,47
28779,70,60,80,10,57
28780,40,10,30,60,33
28781,10,20,30,60,27
28782,40,80,10,90,56
28783,70,30,70,50,54
28784,80,30,90,90,69
28785,70,70,70,60,68
28786,80,30,40,50,51
28787,50,50,70,20,48
28788,20,80,70,60,56
28789,10,80,70,50,51
28790,60,40,10,90,50
28791,70,60,90,20,61
28792,40,80,70,40,58
28793,70,80,20,60,61
28794,30,70,90,90,66
28795,60,40,20,80,50
28796,20,40,70,80,48
28797,50,50,90,30,54
28798,50,20,40,60,41
28799,40,10,10,30,23
28800,10,10,60,50,28
28801,80,40,10,90,56
28802,20,90,20,80,53
28803,90,90,70,40,76
28804,60,60,60,20,52
28805,50,90,40,10,52
28806,30,50,40,80,48
28807,70,30,10,90,50
28808,50,10,50,20,32
28809,40,10,80,50,41
28810,50,70,30,50,52
28811,40,50,80,10,45
28812,50,30,50,10,36
28813,20,50,90,10,41
28814,90,30,80,40,60
28815,60,80,80,70,72
28816,20,30,80,40,39
28817,80,40,70,10,52
28818,90,40,80,10,57
28819,30,20,50,40,33
28820,30,20,60,50,37
28821,50,40,80,80,59
28822,60,30,10,40,37
28823,20,90,40,40,49
28824,10,40,30,40,29
28825,60,90,10,50,57
28826,20,30,90,90,51
28827,60,40,20,70,48
28828,50,60,50,30,49
28829,90,60,70,10,61
28830,10,20,80,30,31
28831,50,60,10,10,37
28832,50,30,10,10,28
28833,70,60,10,20,45
28834,50,70,60,40,56
28835,10,50,30,30,30
28836,30,90,60,80,64
28837,20,90,90,70,65
28838,30,20,10,20,21
28839,20,40,80,80,50
28840,90,30,50,70,60
28841,50,90,40,10,52
28842,80,40,30,90,60
28843,30,70,70,80,60
28844,90,30,80,50,62
28845,40,50,30,20,37
28846,10,70,30,70,44
28847,80,20,70,70,58
28848,30,40,20,20,29
28849,80,30,40,90,59
28850,10,40,30,70,35
28851,30,50,30,80,46
28852,30,70,20,70,48
28853,30,60,50,80,53
28854,60,60,10,40,46
28855,50,70,30,30,48
28856,60,30,20,60,43
28857,70,20,60,50,49
28858,30,20,10,30,23
28859,40,10,70,40,37
28860,40,60,60,30,48
28861,70,30,20,60,46
28862,80,90,50,90,79
28863,50,70,30,70,56
28864,30,50,30,90,48
28865,60,70,10,50,51
28866,80,90,90,40,77
28867,70,70,90,60,72
28868,60,30,80,10,45
28869,20,10,50,30,25
28870,80,70,30,80,67
28871,50,40,40,50,45
28872,10,70,10,60,38
28873,10,40,70,20,33
28874,40,30,90,40,47
28875,30,50,90,60,54
28876,10,40,40,40,31
28877,70,60,60,80,67
28878,10,60,80,40,45
28879,40,10,10,10,19
28880,40,60,10,90,50
28881,80,80,80,50,74
28882,30,60,40,70,49
28883,40,20,50,30,34
28884,50,40,40,90,53
28885,20,40,20,20,26
28886,50,90,50,80,68
28887,50,60,60,10,47
28888,90,10,50,40,48
28889,20,20,70,70,40
28890,80,90,60,80,79
28891,50,30,60,10,38
28892,60,40,60,30,48
28893,20,80,50,20,44
28894,80,80,10,90,68
28895,50,50,70,20,48
28896,70,90,20,30,58
28897,80,10,10,40,37
28898,50,50,60,30,48
28899,80,80,40,50,66
28900,30,30,70,90,50
28901,10,10,70,60,32
28902,90,50,40,60,62
28903,40,60,30,40,44
28904,50,60,40,10,43
28905,60,80,70,40,64
28906,10,70,30,80,46
28907,50,50,40,40,46
28908,50,30,30,50,40
28909,80,40,60,70,62
28910,10,80,80,90,61
28911,40,60,90,80,64
28912,50,50,50,30,46
28913,80,80,70,10,64
28914,10,20,50,50,29
28915,90,40,50,70,63
28916,90,90,80,40,78
28917,40,70,30,40,47
28918,90,10,30,60,48
28919,30,50,30,70,44
28920,90,40,70,50,63
28921,20,90,50,10,45
28922,30,30,20,90,40
28923,40,20,30,50,34
28924,10,90,80,70,60
28925,30,90,30,60,54
28926,30,10,20,10,18
28927,60,50,20,70,51
28928,50,40,50,70,51
28929,80,10,30,50,43
28930,10,90,60,70,56
28931,50,60,80,20,53
28932,30,80,50,30,49
28933,10,30,90,10,32
28934,10,80,80,10,45
28935,10,80,60,60,51
28936,20,90,10,70,49
28937,30,10,30,80,34
28938,90,30,40,70,58
28939,20,90,10,80,51
28940,60,50,40,80,57
28941,20,60,80,40,48
28942,70,50,40,10,46
28943,70,20,40,20,39
28944,70,80,50,30,61
28945,70,30,50,30,46
28946,70,50,50,10,48
28947,30,90,80,90,70
28948,20,20,10,80,30
28949,30,30,50,50,38
28950,60,70,70,90,71
28951,30,50,10,80,42
28952,10,10,50,90,34
28953,30,30,80,70,48
28954,20,40,60,30,36
28955,40,70,80,80,65
28956,30,80,30,30,45
28957,10,60,40,40,37
28958,30,60,60,50,49
28959,80,60,30,70,62
28960,60,30,60,60,51
28961,10,80,20,30,37
28962,50,70,50,30,52
28963,80,80,50,40,66
28964,50,40,90,70,59
28965,90,40,80,20,59
28966,20,80,90,70,62
28967,70,50,10,60,50
28968,10,50,60,40,38
28969,60,20,60,10,38
28970,90,10,50,30,46
28971,90,20,90,10,53
28972,30,90,40,60,56
28973,30,20,30,20,25
28974,30,80,80,70,63
28975,90,20,80,10,51
28976,30,40,50,20,35
28977,70,30,20,40,42
28978,90,90,20,80,74
28979,10,20,20,10,15
28980,30,70,70,60,56
28981,40,70,10,70,49
28982,90,60,70,40,67
28983,90,30,30,10,44
28984,40,60,30,30,42
28985,90,40,40,90,65
28986,20,30,80,60,43
28987,80,20,90,40,56
28988,10,40,20,90,37
28989,70,40,80,20,53
28990,70,30,50,80,56
28991,40,60,20,30,40
28992,20,10,60,90,39
28993,40,20,70,90,50
28994,60,20,70,70,52
28995,50,70,10,40,46
28996,30,60,70,20,45
28997,50,20,50,70,45
28998,90,10,40,30,44
28999,80,60,70,80,72
29000,90,90,90,40,80
29001,50,60,60,90,63
29002,30,20,90,80,49
29003,70,50,90,70,68
29004,10,40,50,60,37
29005,50,20,50,60,43
29006,10,10,10,10,10
29007,30,30,50,80,44
29008,10,60,50,70,45
29009,90,30,70,80,66
29010,90,60,20,70,63
29011,80,30,70,70,61
29012,30,80,20,20,41
29013,90,10,90,60,60
29014,20,50,70,30,41
29015,10,10,60,10,20
29016,30,30,80,50,44
29017,70,20,40,70,49
29018,80,40,10,20,42
29019,60,30,40,40,43
29020,60,90,50,60,67
29021,10,70,50,80,50
29022,30,90,50,10,48
29023,20,20,30,50,28
29024,40,80,40,50,54
29025,50,40,30,20,37
29026,40,20,50,50,38
29027,10,20,80,80,41
29028,70,20,50,40,45
29029,50,30,70,20,42
29030,40,10,20,90,37
29031,50,30,20,70,42
29032,20,10,10,10,13
29033,70,70,40,30,56
29034,30,20,70,40,37
29035,10,30,20,50,26
29036,90,80,20,60,67
29037,30,30,90,50,46
29038,80,30,80,20,53
29039,30,30,90,30,42
29040,10,50,60,20,34
29041,30,40,20,10,27
29042,10,20,20,50,23
29043,20,80,40,80,54
29044,10,70,60,30,42
29045,20,60,30,80,46
29046,40,40,40,80,48
29047,10,20,10,90,29
29048,70,40,70,20,51
29049,20,40,40,50,36
29050,50,10,30,60,36
29051,90,50,70,20,60
29052,90,30,20,80,56
29053,20,40,10,40,28
29054,60,40,80,50,56
29055,10,50,30,80,40
29056,60,50,90,20,55
29057,80,70,20,50,59
29058,60,50,40,20,45
29059,70,20,40,90,53
29060,90,60,30,40,59
29061,80,60,90,40,68
29062,50,20,80,20,41
29063,90,20,80,50,59
29064,50,80,30,50,55
29065,80,60,80,60,70
29066,90,30,40,60,56
29067,50,70,80,70,66
29068,30,40,30,70,41
29069,60,80,70,60,68
29070,10,80,20,70,45
29071,80,80,70,20,66
29072,70,80,30,90,69
29073,50,10,40,50,36
29074,10,70,10,10,28
29075,10,80,70,20,45
29076,70,10,90,20,46
29077,40,70,30,30,45
29078,50,30,10,40,34
29079,20,20,10,50,24
29080,80,30,40,10,43
29081,40,10,30,10,23
29082,90,90,80,90,88
29083,30,50,30,70,44
29084,60,50,20,80,53
29085,40,90,20,30,49
29086,40,50,50,20,41
29087,80,20,30,90,54
29088,50,60,40,90,59
29089,20,70,60,50,49
29090,70,30,10,70,46
29091,30,10,40,30,26
29092,60,80,30,60,60
29093,10,40,20,50,29
29094,90,60,70,70,73
29095,50,70,90,40,62
29096,20,40,90,50,46
29097,80,20,10,50,42
29098,30,90,30,90,60
29099,10,20,90,50,37
29100,80,50,40,20,51
29101,10,70,90,70,56
29102,60,40,90,80,64
29103,70,40,70,90,65
29104,60,30,70,70,55
29105,30,40,90,70,53
29106,70,90,80,10,66
29107,30,70,40,10,40
29108,40,10,60,40,35
29109,10,90,30,30,42
29110,70,20,90,40,53
29111,80,10,70,50,51
29112,60,40,40,30,44
29113,60,30,10,50,39
29114,90,40,90,90,75
29115,50,80,60,30,57
29116,10,70,10,70,40
29117,70,90,50,70,72
29118,20,10,60,50,31
29119,50,60,90,80,67
29120,10,80,70,60,53
29121,90,50,10,30,50
29122,80,90,20,70,69
29123,70,50,90,50,64
29124,70,30,70,20,48
29125,80,80,10,40,58
29126,30,50,40,10,34
29127,10,50,20,60,34
29128,50,30,70,20,42
29129,40,90,30,50,55
29130,40,40,30,30,36
29131,20,60,80,50,50
29132,70,60,80,40,63
29133,50,10,30,40,32
29134,80,90,60,20,67
29135,50,50,10,40,40
29136,50,90,80,10,60
29137,80,40,90,40,62
29138,50,10,70,10,34
29139,50,50,50,40,48
29140,10,40,40,20,27
29141,20,10,40,90,35
29142,30,90,20,30,46
29143,10,50,90,70,50
29144,60,90,20,40,57
29145,60,60,80,70,66
29146,10,90,40,30,44
29147,20,10,90,20,31
29148,30,10,90,40,38
29149,90,10,10,90,50
29150,70,70,10,20,48
29151,40,40,70,50,48
29152,50,30,60,70,50
29153,80,20,10,70,46
29154,80,30,20,70,51
29155,90,80,20,60,67
29156,30,50,90,90,60
29157,30,60,20,30,37
29158,60,10,50,50,41
29159,60,70,10,40,49
29160,80,60,30,90,66
29161,30,40,80,20,41
29162,30,20,10,30,23
29163,20,30,10,10,19
29164,20,30,60,90,45
29165,20,70,70,20,45
29166,80,80,60,20,64
29167,10,20,80,30,31
29168,10,20,20,50,23
29169,90,50,50,60,64
29170,90,80,50,60,73
29171,50,80,50,80,65
29172,10,80,40,20,39
29173,40,20,10,20,24
29174,80,10,50,90,55
29175,20,10,30,60,27
29176,40,30,60,90,51
29177,70,80,20,60,61
29178,70,90,70,80,78
29179,20,70,60,10,41
29180,70,60,60,50,61
29181,50,40,60,20,43
29182,20,40,50,40,36
29183,50,40,10,70,43
29184,20,20,30,90,36
29185,40,70,40,50,51
29186,60,10,70,20,39
29187,70,70,80,50,68
29188,40,10,50,90,43
29189,50,70,60,80,64
29190,40,30,10,10,25
29191,60,90,20,60,61
29192,70,60,70,60,65
29193,60,10,30,30,33
29194,10,80,70,20,45
29195,20,70,30,10,35
29196,30,10,50,60,34
29197,30,10,90,80,46
29198,30,40,90,10,41
29199,50,80,10,10,43
29200,80,30,70,10,49
29201,30,20,30,60,33
29202,80,70,60,80,73
29203,50,10,20,40,30
29204,30,10,70,90,44
29205,70,60,10,50,51
29206,70,80,80,70,75
29207,80,70,30,70,65
29208,50,60,10,70,49
29209,10,40,10,60,29
29210,70,40,30,30,45
29211,60,30,20,60,43
29212,70,60,20,10,45
29213,40,40,40,50,42
29214,20,80,90,10,50
29215,70,90,90,10,68
29216,30,70,80,80,62
29217,80,30,10,20,39
29218,30,50,10,20,30
29219,20,40,20,80,38
29220,40,50,70,90,59
29221,60,10,40,40,37
29222,60,60,80,60,64
29223,60,20,30,10,32
29224,20,50,90,80,55
29225,80,30,30,40,47
29226,30,30,70,80,48
29227,50,80,20,60,55
29228,40,60,80,60,58
29229,50,70,30,30,48
29230,50,70,30,10,44
29231,30,30,30,90,42
29232,10,70,20,20,32
29233,70,20,70,80,57
29234,40,40,20,90,46
29235,60,10,70,70,49
29236,90,80,60,30,69
29237,90,10,70,60,56
29238,20,20,20,50,26
29239,20,30,10,50,27
29240,30,30,90,40,44
29241,80,90,90,60,81
29242,60,70,70,40,61
29243,30,90,50,20,50
29244,30,30,40,10,28
29245,50,20,20,80,41
29246,60,20,70,70,52
29247,30,50,80,60,52
29248,90,10,10,20,36
29249,60,90,20,90,67
29250,60,30,20,90,49
29251,20,30,90,10,35
29252,50,30,20,20,32
29253,10,90,80,60,58
29254,70,90,60,50,70
29255,10,80,40,70,49
29256,70,40,20,80,53
29257,40,30,20,20,29
29258,90,60,20,70,63
29259,70,60,50,40,57
29260,40,90,60,60,63
29261,10,30,10,30,20
29262,80,40,70,40,58
29263,50,40,20,80,47
29264,50,20,50,60,43
29265,80,90,60,80,79
29266,10,40,90,20,37
29267,40,90,30,70,59
29268,50,90,90,60,72
29269,30,40,30,80,43
29270,10,50,80,50,44
29271,60,20,90,60,54
29272,80,60,80,50,68
29273,40,80,20,70,54
29274,40,60,80,10,48
29275,20,70,40,50,45
29276,70,70,40,60,62
29277,20,30,50,80,41
29278,90,70,60,40,68
29279,80,30,80,20,53
29280,70,60,90,20,61
29281,90,20,40,20,45
29282,90,90,60,70,80
29283,30,20,10,10,19
29284,50,80,40,60,59
29285,90,80,50,80,77
29286,70,40,60,60,57
29287,40,50,70,40,49
29288,20,90,30,70,53
29289,80,40,70,50,60
29290,70,90,10,20,54
29291,10,40,70,20,33
29292,10,50,50,50,38
29293,80,20,70,50,54
29294,60,20,20,40,36
29295,40,20,30,40,32
29296,70,60,10,80,57
29297,60,60,50,10,48
29298,20,90,30,30,45
29299,10,80,60,70,53
29300,80,60,20,80,62
29301,10,40,50,70,39
29302,10,50,40,60,38
29303,50,50,30,60,48
29304,50,10,40,30,32
29305,50,30,60,50,46
29306,90,50,70,90,74
29307,80,40,10,80,54
29308,60,40,60,70,56
29309,10,30,70,20,30
29310,60,70,10,60,53
29311,80,90,30,20,61
29312,20,80,40,50,48
29313,30,10,40,30,26
29314,50,20,30,80,43
29315,90,80,90,50,79
29316,80,40,80,40,60
29317,80,10,70,10,43
29318,50,20,70,20,39
29319,10,90,60,50,52
29320,30,20,50,90,43
29321,30,80,60,50,55
29322,60,60,30,20,46
29323,20,50,20,80,41
29324,30,50,70,60,50
29325,40,50,50,70,51
29326,20,50,80,40,45
29327,80,10,60,30,45
29328,10,90,10,40,40
29329,10,90,20,50,44
29330,90,90,50,20,68
29331,40,70,60,30,51
29332,40,90,80,10,57
29333,50,90,20,40,54
29334,10,10,70,10,22
29335,20,20,80,10,30
29336,80,90,90,70,83
29337,10,40,80,70,45
29338,20,60,20,50,38
29339,30,60,30,50,43
29340,50,30,40,40,40
29341,90,70,30,70,68
29342,20,20,60,10,26
29343,30,60,90,20,49
29344,70,20,60,40,47
29345,20,90,10,50,45
29346,70,80,30,60,63
29347,90,30,80,90,70
29348,30,80,20,60,49
29349,50,80,20,60,55
29350,30,70,30,10,38
29351,20,10,70,80,39
29352,80,20,50,50,50
29353,20,80,20,50,44
29354,80,70,70,20,63
29355,10,80,60,40,47
29356,30,10,80,80,44
29357,80,10,70,70,55
29358,60,40,20,30,40
29359,30,30,70,70,46
29360,40,30,10,30,29
29361,20,70,40,90,53
29362,40,60,50,40,48
29363,10,50,80,90,52
29364,10,40,50,70,39
29365,70,90,20,50,62
29366,50,80,70,30,59
29367,90,70,40,20,60
29368,70,10,90,50,52
29369,50,10,30,30,30
29370,80,90,10,20,57
29371,60,70,40,50,57
29372,20,50,30,10,29
29373,40,70,80,20,53
29374,50,50,40,40,46
29375,60,30,50,10,39
29376,20,90,70,60,59
29377,20,90,70,50,57
29378,80,20,40,90,56
29379,30,40,90,90,57
29380,20,70,20,60,43
29381,30,40,30,70,41
29382,60,70,60,60,63
29383,60,10,30,10,29
29384,30,70,90,60,60
29385,30,40,80,10,39
29386,40,70,20,20,41
29387,10,40,30,30,27
29388,10,50,30,30,30
29389,60,60,60,60,60
29390,80,20,80,10,48
29391,40,70,60,50,55
29392,90,20,90,40,59
29393,50,70,70,40,58
29394,80,90,50,80,77
